word,క్రి.రూపం.,meaning,annotation
వామము,సం.విణ,"ఎడమిది, దక్షిణేతరమైనది, కుడిది కానిది 2.ఎడమవైపుననున్నది ౩.వక్రమైనది, విపరీతమైనది, ప్రతిశూలమైనది, అనుకూలము కానిది 4.నీచమైనది, చెడ్డది 5.అందమైనది, ఇంపైనది 6.పొట్టిది",
వామశీలుడు,సం.విణ,"కుటిల స్వభావము గలవాడు, లేక వ్యతిరేక స్వభావము గలవాడు",
వామావర్తము,విణ,కుడివైపునుండి యెడమ వైపునకు దిరుగునది,
వామిలుడు,సం.విణ,"అందగాడు, సుందరుడు 2.గర్వించినవాడు ౩.వంచకుడు, మోసగాడు",
వాయము,విణ,వ్యర్థము,
వాయవము,సం.విణ,"వాయుదేవునికి సంబంధించినది, వాయుదేవునిచే నియ్యబడినది",
వాయవీయము,సం.విణ,వాయు సంబంధమైనది,
వాయిదకాడు,విణ,వాద్యము వాయించువాడు,
వాయిదకారి,విణ,"వాద్యమొనర్చువాడు, వాయించువాడు",
వాయునిష్నుడు,సం.విణ,"వాయువచే బాధింపబడినవాడు 2.స్థిర బుద్ధిలేనివాడు, వెఱ్ఱివాడు",
వాయుసమము,సం.విణ,వామాయునమైనది; వాయువేగము గలది,
వారకము,సం.విణ,"అడ్డు పెట్టునది, ఆటంక పఱుచునది",
వారణము,సం.విణ,"నివారించునది, అడ్డగించునది",
వారాహము,సం.విణ,"వరాహ సంబంధి, అడవి పందికి సంబంధించినది",
వారిచరము,సం.విణ,నీటిలో దిరుగునది,
వారిజము,సం.విణ,నీటిలో బుట్టినది,
 వార్థము,సం.విణ,"వృక్షములు గలది, వృక్ష సంపన్నమైనది 2.వృక్షములచే నేర్పబడినది, వృక్షసంబంధి ౩.చెట్టు పట్టతో జేయబడినది, నారది",
వార్తము,సం.విణ,"ఆరోగ్యవంతము, నెమ్మదిగానున్నది 2.అసారము, దుర్బలమైనది ౩.వృత్తి ననుసరించినది",
వార్తికము,సం.విణ,"వార్తకు సంబంధించినది, వృత్తాంత సంబంధమైనది 2.వార్తను దీసికొను వచ్చునది ౩.వివరించునది, టిప్పణ రూపమైనది",
వార్యము,సం.విణ,"నివారింపదగినది, అడ్డగింపదగినది 2.వరింప దగినది, కోరదగినది",
వార్షము,సం.విణ,"వర్ష సంబంధి, వర్షాకాల సంబంధమైనది 2.సంవత్సరమందైనది, ప్రతిసంవత్సరము వచ్చునది",
వార్షికము,సం.విణ,"వర్షముల సంబంధమైనది, వర్షాకాలసంబంథి 2.ప్రతిసంవత్సరము వచ్చునది ౩.సంవత్సరమునకు వచ్చునది, ఏడాదికి సరిపోవునది",
వార్షుకము,సం.విణ,"వర్షించునది, వర్షించు మేఘము",
వాలాయము,విణ,"అనివార్యము 2.అనుకూలము ౩.నిరంతరము 4.యథావిథి, విధివిహితము 5.అవశ్యము, తప్పక",
వాలారు,విణ,"దీర్ఘమయినది 2.మనోహరము, ఇంపైనది ౩.వాడియైనది",
వాలిక,విణ,"దీర్ఘము, పొడుగు 2.వాడియైనది",
వాలుమగడు,విణ,శూరుడు,
వాలువగ్గము,విణ,మిక్కిలి వశమైనది,
వాల్కము/వాల్కలము,సం.విణ,చెట్టుపట్టతో జేయబడినది,
వాల్మీ(ల్మి)కి,సం.విణ,శ్రీమద్రామాయణము రచించిన ఋషి,
వాళ్లుపఱచులు,విణ,"స్రుక్కజేయువారు, మ్లానత గల్గించువారు",
వావదూకుడు,సం.విణ,"బహుభాషి, వదరబోతు",
వావృత్తము,సం.విణ,"వరింపబడినది, ఎన్నుకొనబడినది",
వాశకము,సం.విణ,"అఱచునది, ధ్వనిచేయునది",
వాసంతము,సం.విణ,"వసంతఋతు సంబంధి, వసంత ఋతువున బుట్టినది 2.నడిమి వయస్సున నున్నది, నవయౌవనము గలది",
వాసంతికము,సం.విణ,వసంత ఋతువునందు బుట్టినది,
వాసంతుడు,సం.విణ,"నవయౌవనము గలవాడు, నడిమి వయస్సున నున్నవాడు 2.శ్రద్ధ గలవాడు ౩.భోగలంపటుడు 4.విటుడు",
వాసకము,సం.విణ,సువాసన గలిగించునది 2.నివసింపజేయునది,
వాసతేయము,సం.విణ,నివాస యోగ్యమైనది,
వాసనము,సం.విణ,ఇంద్రసంబంధమైనది,
వాసి,సం.విణ,ఇది కాలవాచక భిన్నమగు హలదంత సప్తమికి పరముగానున్నపుడు సమాసమున సప్తమికి అలుక్కు వికల్పముగా వచ్చును,
వాసితము,సం.విణ,"సువాసన గలదిగా జేయబడినది 2.నానబెట్టబడినది ౩.తాలింపు పెట్టబడినది 4.దుస్తులు ధరించినది 5.కాపుర ముండునట్లు చేయబడినది 6.సంపన్నమైనది, కలిగినది 7.ప్రఖ్యాతమైనది, ప్రసిద్ధికెక్కినది",
వాశి(సి)ష్ఠము,సం.విణ,"వనిష్ఠుని సంబంధమైనది, వనిష్ఠునిచే రచింపబడినది",
వాస్తవము,సం.విణ,"యథార్థము, నిజమైనది 2.స్థిరపరుపబడినది, నిశ్చితమైనది",
వాస్తవికము,సం.విణ,"యథార్థమైనది, నిజమైనది 2.సిద్ధాంతీకరింపబడినది, నిజము",
వాస్తవ్యము,సం.విణ,"నివసించునది 2.నివాసయోగ్యము, నివసింపదగినది",
వాస్తవ్యుడు,విణ,నివసించువాడు,
వాస్తేయము,సం.విణ,"నివసింపదగినది, వాసయోగ్యమైనది 2.వస్తిసంబంధి, పొత్తి కడుపునకు సంబంధించినది",
వాస్త్రము,సం.విణ,"వస్త్ర నిర్మితము, వస్త్రముతో జేయబడినది",
వాహము,సం.విణ,మోయునది,
వాహి,సం.విణ,"మోయువాడు, తీసికొని పోవువాడు",
వాహ్యము,సం.విణ,"వహింపదగినది, మోయదగినది",
వింగడము,విణ,"విశాలము, విస్తృతము 2.సుందరము ౩.విపరీతము 4.వేఱు, భిన్నము",
వింటివాడు,విణ,"ధానుష్కుడు,విలుకాడు",
వింతకాలు,విణ,అన్యురాలు,
విందువు,సం.విణ,"బుద్ధిమంతుడు 2.దాత, ఈవి గలవాడు",
వింశతికము,సం.విణ,"ఇరుపదికి దగినది, వింశతి సంఖ్యకు యోగ్యము",
వంశతితమము,సం.విణ,ఇరువదియనది,
వికంపము,సం.విణ,"ఉబుకునది, పైకి లేచునది 2.చంచలము స్థైర్యము లేనిది",
వికచము,సం.విణ,"వికసించినది 2.వ్యాపించినది ౩.కేళములేనిది, వెండ్రుకలు లేనిది 4.మూర్తిమంతమైనది, స్పష్టముగా గాన్పించునది",
వికటము,సం.విణ,"వికృతమైనది, చూడ సహస్యమైనది 2.అంగవికారమైనది ౩.భయంకరమైనది 4.విశాలము పెద్దది, విరివియైనది 5.గర్వము గలది 6.సుందరమైనది, చక్కనిది 7.ముఖము చిట్లించుకొనునది, కనుబొమ్మలు ముడివేయునది 8.గూఢమైనది, తెలియనిది 9.మాఱిన యాకారము గలది 10.పెద్దపండ్లుగలది, మిట్టపల్లములు గలది",
వికత్థనుడు,సం.విణ,"ఆత్మస్తుతి చేసి కొనువాడు, డంబము చెప్పుకొనువాడు 2.వ్యాజస్తుతి చేయువాడు",
వికరాలము,సం.విణ,"మిగుల కరాళమైనది, మిక్కిలి భయంకరమైనది",
వికర్మస్థుడు,సం.విణ,"నిషిద్ధమైన పనులు చేయువాడు, కుత్సితాచారముల కలవడినవాడు",
వికర్మికుడు,సం.విణ,"చెడుపని చేయువాడు, దుష్టుడు 2.వేఱు వేఱు పనులలో వినియోగింప బడినవాడు, వివిధ కర్మలుగలవాడు",
వికలము,సం.విణ,"ఒక భాగము, లేక యవయనము లేనిది, లోపముగలది, అసంపూర్ణమైనది 2.బెదరినది, భయపెట్టబడినది ౩.శూన్యమైనది, వట్టిది 4.క్షుబ్ధమైనది, కలతనొందినది, అధైర్యపడినది 5.నిరుపయోగము, నిష్పలమైనది 6,తప్పినది 7.క్షీణించినది, కృశించినది",
వికలాంగుడు,సం.విణ,వికలమైన యవయవములు గలవాడు,
 వికల్మషుడు,సం.విణ,"మాలిన్యము లేనివాడు, కలంకము లేనివాడు 2.పాపము లేనివాడు, తప్పు లేనివాడు",
వికసితము,సం.విణ,"వికసించినది, విరిసినది",
వికస్వ(శ్వ)రము,సం.విణ,"వికసించునది, విరియునది 2.బిగ్గరయైనది, స్పష్టముగా వినబడునది",
వికారి,సం.విణ,"వికారముగలది, మార్పునొందినదివ 2.మాఱునది ౩.చెఱుచునది",
వికారితము,సం.విణ,"వికారము గలదిగా జేయబడినది, మార్పబడినది",
వికావిక,విణ,చల్లాచెదరైనది,
వికాసి(శి),సం.విణ,"దృశ్యమగునది, స్పష్టముగా గనబడునది 2.వికసించునది, విరియునది ౩.ప్రకాశించునది",
వికీర్ణము,సం.విణ,"చెదరినది, విడిపోయినది 2.చల్లబడినది ౩.ప్రసిద్ధమైనది",
వికుంఠితము,సం.విణ,"మొద్దైనది, మొఱపోయినది, మొద్దుగా జేయబడినది 2.మూఢము, మూర్ఖము",
వికుర్వాణుడు,సం.విణ,మార్పుపొందినవాడు 2.సంతోషించినవాడు,
వికృతము,సం.విణ,"మార్పుచెందినది, మాఱినది 2.తెవులు గలది ౩.అంగవికారము గలది, విరూపమైనది 4.అసంపూర్ణమైనది 5.మనోవికారము గలది, భావోద్రేకము గలది 6.ఇష్టము లేనిది, విసిగినది 7.అసహ్యమైనది, చీదఱైనది 8.అసాధారణ మైనది 9.స్వభావికముగానిది, స్వభావ విరుద్ధమైనది 10.పాడుచేయబడినది, చెఱుపబడినది 11.రోగయుక్తము, వ్యాధిగ్రస్తము",
 వికృష్టము,సం.విణ,"దూరముగా లాగబడినది, ఈడ్వబడినది,   ఆకర్షింపబడినది 2.పొడవుగా జేయబడినది ౩.ఉద్ఘోషింప బడినది, చాటబడినది, మొఱపెట్టబడినది 4.కఠినమైనది, నిర్దయము, క్రూరము 5.చక్కగా దున్నబడినది",
వికేశుడు,సం.విణ,వీడిన వెండ్రుకలు గలవాడు 2.వెండ్రుకలు లేనివాడు,
వికోశ(ష)ము,సం.విణ,"పొట్టు లేనిది 2.కోశము లేనిది, ఒఱలేనిది",
విక్రమి,సం.విణ,"పరాక్రమము గలవాడు, శౌర్యవంతుడు 2.బలవంతుడు, శక్తిగలవాడు",
విక్రయికుడు,సం.విణ,"వ్యాపారి, అమ్మువాడు",
విక్రాంత,సం.విణ,పరాక్రమము గలవాడు,
విక్రాంతము,సం.విణ,"అంగవేయబడినది, దాటబడినది 2.బలము గలది, పరాక్రమము గలది ౩.జయించినది, గెలిచినది",
విక్రేయము,సం.విణ,అమ్మదగినది,
విక్లబము,సం.విణ,"భయమునకులోనైనది భయపడినది 2.పిఱికి, ధైర్యములేనిది ౩.పరవశమైనది లొంగినది 4.కలవరపడినది, క్షోభపడినది 5.బాధింపబడినది, దుఃఖము కలుగజేయునది 6.విసిగినది, విసుగు చెందినది 7.తొట్రుపడినది",
విక్లిన్నము,సం.విణ,"మిగులదడిసినది, తేమగలది 2.క్షీణించినది, వాడినది ౩.ముదిసినది",
విక్లిష్టము,సం.విణ,"మిక్కిలి బాధింపబడినది, మిగుల క్లేశ పెట్టబడినది 2.హాని కలుగ జేయబడినది",
విక్షితము,సం.విణ,"గాయపఱుపబడినది, కొట్టబడినది 2.ముక్కలుగా జేయబడినది",
విక్షిప్తము,సం.విణ,"చెదిరినది, చెదరగొట్టబడినది 2.తొలగింపబడినది ౩.పంపబడినది 4.కలవరబడినది 5.ఖండింపబడినది 6.చిత్తము యొక్క స్థితి విశేషము",
విఖండితము,సం.విణ,"ఖండింపబడినది, పగులగొట్ట బడినది, విభజింపబడినది 2.రెండు ముక్కలుగా జేయబడినది 4.ఖండింపబడినది",
విఖు(వు)/విఖ్యు(ఖు)డు,సం.విణ,"ముక్కిడి, ముక్కు లేనివాడు",
విఖ్యాతము,సం.విణ,"ప్రసిద్ధమైనది, పేరుపొందినది 2.పిలువ బడినది, పేర్కొనబడినది ౩.ఒప్పుకొనబడినది, అంగీకరింపబడినది",
విగడము,విణ,వికటము,
విగతచక్షువు,సం.విణ,"కన్నులు లేనివాడు 1.గ్రుడ్డివాడు, అంధుడు",
విగాతము,సం.విణ,"పోయినది,నష్టమైనది 2.విడిచిపోయినది ౩.చనిపోయినది 4,శూన్యము, లేనిది 5.చీకటియైనది, మబ్బుపడినది",
విగతలక్షణుడు,సం.విణ,"శుభలక్షణములు లేనివాడు, అదృష్టహీనుడు",
విగతస్పృహుడు,సం.విణ,అపేక్ష లేనివాడు,
విగర్హితము,సం.విణ,"నిందింపబడినది 2.నిర్లక్ష్యము చేయబడినది ౩.నిషేధింపబడినది, నిషిద్ధము 4.అధమము, హీనమైనది 5.చెడ్డది, దుష్టము",
విగలితము,సం.విణ,"కాఱినది, స్రవించినది 2.జాఱినది ౩.పోయినది 4.కరగినది 5.చెదరినది 6.వదులైనది 7.విరియబోసికొన్నది",
విగాఢము,సం.విణ,"స్నానముచేసినది, మునిగినది 2.లోతైనది",
విగీతము,సం.విణ,"నిందింపబడినది,విగర్హితము 2.పూర్వోత్తర విరుద్ధమైనది",
విగుణము,సం.విణ,"సుగుణములులేనిది, చెడ్డది 2.నిర్గుణము, ఎగుణమును లేనిది, గుణరహితము ౩.సారము లేనిది",
విగూఢము,సం.విణ,"రహస్యమైనది, దాచబడినది 2.నిందింపబడినది, విగర్హితము",
విగృహీతము,సం.విణ,"పట్టుకొనబడినది 2.ఎదిరింపబడినది ౩.ఆటంక పఱుపబడినది, నిర్బంధింపబడినది 4.విగ్రహము చెప్పబడినది",
విగ్రహవంతుడు,సం.విణ,"శరీరము గలవాడు, మూర్తిమంతుడు, అవతరించినవాడు",
విగ్రీవుడు,సం.విణ,"పోయివ మెడగలవాడు - శిరశ్ఛేదము చేయబడినవాడు, తలగొట్ట బడినవాడు",
విగ్రుడు,సం.విణ,"ముక్కిడి, ముక్కు పోయినవాడు",
విఘటితము,సం.విణ,"విడదీయ బడినది, వేఱుచేయబడినది 2.విభజింపబడినది, పంచిపెట్టబడినది ౩.పగులగొట్టబడినది 4.విశేషముగా గూర్పబడినది",
విఘట్టితము,సం.విణ,"వియోజితము, ఎడబాపబడినది, విడజేయబడినది 2.విదదీయబడినది, తెఱవబడినది, వదులుచేయబడినది ౩.రాచబడినది, ఒరసికొనబడినది 4.చలింపజేయబడినది, కదల్పబడినది 5.హానిగలిగింపబడినది",
విఘుసాశి/విఘసాశుడు,సం.విణ,దేవతలను పితృదేవతలను ఉద్దేశించి యిడిన యన్నమున మిగిలిన భాగమును భుజించువాడు,
విఘాతి,సం.విణ,"తొలగించువాడు, నివారకుడు 2.నశింపజేయువాడు, నాశకుడు",
విఘూర్ణితము,సం.విణ,విశేషముగా ద్రిప్పబడినది,
విఘృష్టము,సం.విణ," మిక్కిలి యొరయబడినది 2.మిగుల నూఱబడినది, మిక్కిలి మద్దింపబడినది ౩.ఎక్కువగా రుద్దబడినది",
విఘ్నకరుడు,సం.విణ,"అడ్డు పెట్టువాడు, విఘ్నము గలిగించువాడు",
విఘ్నకారి,సం.విణ,విఘ్నకరుడు,
విఘ్నితము,సం.విణ,"విఘ్నములు కలిగినది, ఆటంక పఱుపబడినది 2.అడ్డుకొట్టబడినది",
విచక్షణుడు,సం.విణ,"సూక్ష్మ దృష్టిగలవాడు, దూర దృష్టిగలవాడు, వివేకశాలి 2.బుద్ధిమంతుడు ౩.నిపుణుడు, నేర్పరి 4.చదువుకొనవాడు, చదువరి",
విచక్షుడు,సం.విణ,"విచాక్షుష్కుడు 1.కన్నులు లేనివాడు, గ్రుడ్డివాడు 2.కలవరపడినవాడు,విమనస్కుడు, దుఃఖితుడు",
విచర్చితము,సం.విణ,"పూయబడినది,రాచబడినది, రుద్దబడినది",
విచలము,సం.విణ,మిక్కిలి కదలునది,
విచలుడు,సం.విణ,"దురహంకారము గలవాడు, గర్వి",
విచారిజ్ఞుడు,సం.విణ,"నిర్ణయింప సమర్థుడు, తీర్పరి",
విచారణీయము,సం.విణ,విచారణ చేయదగినది,
విచారశీలుదు,సం.విణ,"ఆలోచన గలవాడు, వివేకి 2.దూరదృష్టి గలవాడు",
విచారి,సం.విణ,"తిరుగువాడు,తిమ్మరి 2.తిరుగుబోతు, భోగలంపటుడు ౩.ఆలోచన కలవాడు, వివేకి",
విచారితము,సం.విణ,"ఆలోచింపబడినది 2.పరిశోధింప బడినది, పరిశీలింపబడినది, నిర్ణయింపబడినది",
విచార్యము,సం.విణ,విచారింపదగినది,
విచితము,సం.విణ,"వెదకబడినది, పరిశోధితము, పరిశీలింపబడినది",
విచిత్రదేహము,సం.విణ,మనోజ్ఞమైన దేహముగలది,
విచిత్రము,సం.విణ,"ఆశ్చర్యకరమైనది, వింతయైనది 2.కర్బురము, నా నా వర్ణములు కలది ౩.వివిధము, పలువిధమునైనది 4.మనోహరము, ఇంపైనది 5.చిత్తరువుగా వ్రాయంబడినది, ఆలేఖ్యము",
విచిత్రాంగము,సం.విణ,చిత్రవర్ణమయిన శరీరముగలది,
విచీర్ణము,సం.విణ, ఆక్రమింపబడినది 2.ప్రవేశింపబడినది,
విచేతము,సం.విణ,"చైతన్యము లేనిది, ప్రాణము లేనిది, చచ్చినది 2.జడము,మొద్దుపాఱినది",
విచేతనుడు,సం.విణ,"చెడ్డమనస్సు గలవాడు, ఒరులకు జెడుగు కోరువాడు 2.విరుద్ధమయిన చిత్తముగలవాడు, అవివేకి, మూర్ఖుడు ౩.దుర్మనస్కుడు, దిగులొందిన మనస్సు గలవాడు",
విచేష్జితము,సం.విణ,"చేష్టాశూన్యము, చేష్టలుడిగినది 2.యత్నింపబడినది ౩.పరీక్షింపబడినది, పరిశోధింపబడినది 4.తప్పుగా చేయబడినది",
విచ్చు,విణ,"చీలినది, విడిపోయినది, విచారితము",
విచ్ఛున్మొ,విణ,చల్లా చెదరైనది,
విచ్చర్దితము,సం.విణ,"క్రక్కబడినది, బహిష్కరింపబడినది 2.అశ్రద్ధ చేయబడినది, నిర్లక్ష్యము చేయబడినది ౩.విడువబడినది, త్యజింపబడినది 4.చెఱుపబడినది 5.క్షీణింప జేయంబడినది",
విచ్ఛాయము,సం.విణ,"పాలిపోయినది, వివర్ణమైనది, కాంతిలేనిది",
విచ్ఛిన్నము,సం.విణ,"నఱకబడినది, ముక్కలు చేయబడినది 2.చీల్ప బడినది, పగులగొట్టబడినది, విభజింపబడినది ౩.నిషేదింపబడినది, ఆటంకపఱుపబడినది 4.అంతమొందినది, ముగిసినది 5.చిత్రచిత్రముగా జేయబడినది 6.దాచబడినది 7.సుగంధి తైలాదికములతో పూయబడినది 8.పంపబడినది 9.కుటిలమైనది",
విజనము,సం.విణ,"జనులు లేనిది, ఏకాంతమైనది, నిర్జనమైనది",
విజన్ముడు,సం.విణ,"జారజుడు, పరపురుషునివలవ జన్మించినవాడు",
విజరము,సం.విణ,"ముదిమి లేనిది, 1.ప్రాయమున నున్నది 2.నూతనము, అభినవము",
విజల్పితము,సం.విణ,"పలుకబడినది, చెప్పబడినది 2.ప్రేలబడినది, వదరబడినది",
విజాతీయము,సం.విణ,"భిన్నజాతులకు సంబంథించినది, వేర్వేఱు విధములు గలది 2.భిన్నజాతికి సంబంథించినది ౩.సంకరజాతికి సంబంధించినది",
విజాతీయుడు,సం.విణ,"వేఱుజాతికి జెందినవాడు, అన్యజాతివాడు, భిన్న ధర్మావలంబి",
విజాతుడు,సం.విణ,"నీచముగా బుట్టినవాడు, పరపురుషునివలన బుట్టినవాడు జారజుడు 2.పుట్టినవాడు ౩.రూపాంతరము నొందినవాడు",
విజానత్/విజ్ఞుడు/విజ్ఞానికుడు,సం.విణ,"తెలిసినవాడు, చదువరి 2.నేర్పరి, పనివాడు",
విజిగీషువు,సం.విణ,"జయించవలెనని కోరువాడు, జయాభిలాషి 2.ఒకనిని మించవలెననెడి కోరిక కలవాడు ౩.పొట్ట పోసికొనుటకై నింద్యమైన కృత్యమున బ్రవర్తించువాడు",
విజితాత్ముడు,సం.విణ,"తన్నుదానులో బఱుచుకొన్నవాడు,తన యాత్మను స్వాధీన పఱుచుకొన్నవాడు",
విజిహ్ముడు,సం.విణ,"మిక్కిలి కుటిలుడు, మర్యాద లేనివాడు, ఆర్జన హీనుడు",
విజృంభితము,సం.విణ,"ఆవులించినది 2.వికసించినది, విరిసినది ౩.ప్రదర్శింపబడినది, కనబఱుపబడినది 4.గోచరమైనది, కనబడినది 5.విహరించినది",
విజ్జోడు,విణ,"జోడుకానిది, సరిరానిది",
విజ్ఞప్తము,సం.విణ,"గౌరముతో దెలుపుకొనబడినది, మనవిచేసికొనబడినది 2.తెలుపబడినది",
విజ్ఞాతము,సం.విణ,"తెలియబడినది, గ్రహింపబడినది 2.ప్రఖ్యాతమైనది, ప్రసిద్ధికెక్కినది",
విజ్ఞాపితము,సం.విణ,"మనవీ చేయబడినది, గౌరవముతో దెలుపబడినది 2.ప్రార్థింపబడినది ౩.తెలుపబడినది 4.బోధింపబడినది, ఎఱుకచేయబడినది",
విజ్ఞాప్యము,సం.విణ,"మనవిచేయదగినది, విన్నవింపదగినది",
విజ్వరుడు,సం.విణ,జ్వరములేనివాడు 2.సంతాపము లేనివాడు,
విటంకితము,సం.విణ,"గుర్తుపెట్టబడినది, ముద్రవేయబడినది",
విటతాటనము = వీటతాటనము/విటతా(త)టము,సం.విణ,"తాఱుమాఱు, వ్యత్యాసము",
విడంగము,సం.విణ,"నిపుణము, నేర్పుగలది",
విడంబితము,సం.విణ,"అనుకరింపబడినది 2.పరిహసింపబడినది, ఎగతాళి చేయబడినది ౩.మోసపుచ్చబడినది, వంచింపబడినది 4.విసిగింపబడినది 5.భంగపఱుపబడినది, విఫలముగా జేయబడినది 6.అధమము, నీచమైనది",
విడుపరి,విణ,త్యాగశీలుడు,
విత = వితా,విణ,వ్యర్థము,
వితతధన్వుడు,సం.విణ,ఎక్కుపెట్టబడిన విల్లుగలవాడు,
వితతము,సం.విణ,"వ్యాపించినది, విస్తరించినది 2.పొడిగింపబడినది, సాగదీయ బడినది, విశాలమైనది ౩.ఆచరింపబడినది 4.కప్పబడినది 5.చెదరినది, వీణ,  తంబురామున్నగు తీగలు గల వాద్యము, తతము",
వితథము,సం.విణ,"అసత్యము, నిజము కానిది 2.వ్యర్థమైనది,  నిష్ప్రయోజనమైనది",
వితథ్యము,సం.విణ,"అసత్యము, నిజము కానిది",
వితనువు,సం.విణ,సుకుమారుడు 2.సుందరుడు ౩.శరీరము లేనివాడు,
వితమరి,విణ,"కార్యదక్షుడు, కార్యపద్ధతి నెఱిగినవాడు, పొలమరి",
 వితాకుడు,సం.విణ,నిశ్చేష్టితుడు,
వితానము,సం.విణ,"వట్టిది, శూన్యము 2.నిస్సారము, సారములేనిది ౩.భంగము గలుగ జేయబడినది, దిగులు చెందినది 4.తెలివిలేనిది 5.దుష్టము, మూఢము, దుర్మార్గమైనది",
వితావిత,సం.విణ,మిక్కిలి వ్యర్ధము,
వితీర్ణము,సం.విణ,"దాటబడినది, అతిక్రమింపబడినది 2.ఇయ్యబడినది, దానముచేయబడినది ౩.దిగినది, అవరోహించినది 4.కోనిపోబడినది, తీసికొనిపోబడినది 5.లో బఱుచుకొనబడినది",
వితుష్టము,సం.విణ,"అసంతుష్టి నొందినది, సంతోషింపనిది",
వితృష్ణము,సం.విణ,"తృష్ణలేనిది, ఆసలేనిది, తృప్తినొందినది",
విత్తము,సం.విణ,"కనిపట్టబడినది, కనుగొనబడినది 2.లబ్ధము, పొందబడినది ౩.పరీక్షితము, పరీశీలింపబడినది 4.ప్రఖ్యాతము, ప్రసిద్ధికెక్కినది",
విత్తవంతుడు,సం.విణ,"ధనవంతుడు, ఆస్తిగలవాడు",
విత్తవర్ధనము,సం.విణ,"ధనమును వృద్ధిచేయునది, లాభకరమైనది, ఆదాయము కలిగించునది",
విదగ్ధము,సం.విణ,"ఎక్కువగా దహింపబడినది, తగుల బెట్టబడినది 2.ఎండబడినది ౩.అఱిగినది, జీర్ణమైనది 4.నశింపజేయబడినది, ధ్వంసము చేయబడినది 5.వాడియైనది, చురుకుదనము గలది, నేర్పుగలది 6.జిత్తులుగలది, కపటముగలది 7.తగులబడినది 8.జీర్ణముకానిది, అఱుగనిది 9.మనోహరము, ఇంపైనది 10.గౌరవార్హామైనది",
విదగ్ధుడు,సం.విణ,"నేర్పరి, చతురుడు, నిపుణుడు 2.కపటియైనవాడు, జిత్తులుగలవాడు",
విదరము,సం.విణ,"భయరహితము, భయములేనిది",
విదళితము,సం.విణ,"మిక్కిలి ఖండింపబడినది 2,మిక్కిలి భేదింపబడినది",
విదలము,సం.విణ,"చీల్పబడినది,బ్రద్దలు చేయబడినది 2.విరిసినది,వికసించినది",
విదితము,సం.విణ,"తెలిసినది,బోధపడినది 2.తెలుపబడినది ౩.ప్రసిద్ధి కెక్కినది, ప్రఖ్యాతము 4.కోరబడినది, ప్రార్థితము 5.అంగీకరింపబడినది 6.వాగ్దానము చేయబడినది 7.యుక్తము",
విదీర్ణము,సం.విణ,"చీల్పబడినది, బ్రద్దలు చేయబడినది, ముక్కలు చేయబడినది 2.తెఱవబడినది, విస్తరించినది",
విదుడు,సం.విణ,తెలిసినవాడు,
విదురుడు,సం.విణ,"బుద్ధిమంతుడు,తెలివిగలవాడు",
విదూరము,సం.విణ,"మిక్కిలి దూరమున నున్నది, దవ్వున నున్నది",
విదూషకుడు,సం.విణ,"మలినముగా జేయువాడు, పాడుచేయువాడు, చెఱచువాడు 2.దూషించువాడు, నిందించు వాడు ౩.చమత్కారి, హాస్యముగా మాటాడువాడు",
విదేశజము,సం.విణ,దేశాంతరమున బుట్టినది పరదేశమున నుద్భవించినది,
విదేశి/విదేశీయుడు,సం.విణ,"దేశాంతర సంబంధి, పరదేశస్థుడు",
విదేహుడు,సం.విణ,"దేహము లేనివాడు, దేహసంబంధము లేనివాడు 2.కంఠము క్రింది భాగము లేనివాడు",
విద్యమానము,సం.విణ,"ఉన్నది,స్థితము 2.సమక్షమున నున్నది, ఎదుటనున్నది ౩.సత్యమైనది, యథార్థము",
విద్యాచంచువు = విద్యాచణుడు,సం.విణ,విద్యచే బ్రసిద్ధికెక్కినవాడు,
విద్యానులాపి,సం.విణ,"విద్యను వల్లించువాడు, వల్లె చేయువాడు",
విద్యావంతుడు,సం.విణ,"విద్యగలవాడు, చదువరి",
విద్యావృద్ధుడు,సం.విణ,"విద్యచే నధికుడు, విద్యచే బెద్దవాడు",
విద్యుత్వంతము,సం.విణ,మెఱపు గలది,
విద్యోతనము,సం.విణ,ప్రకాశింప జేయనది 2.స్పష్టపఱుచునది,
విద్యాణుడు,సం.విణ,"మెలకువ చెందినవాడు, నిద్రనుండి లేచినవాడు",
విద్రావితము,సం.విణ,"తరమబడినది, పరుగెత్తింపబడినది 2.చెదరినిది, చీల్పబడినది ౩. కరగింపబడినది,ద్రవముగా జేయబడినది",
విద్రుతము,సం.విణ,"పాఱిపోయినది 2.క్షుబ్ధమైనది, కలతనొందినది ౩.కరగినది, ద్రవమైనది",
విద్వత్కల్పుడు,సం.విణ,"కొంచెము తక్కువగా బండితుడు, ఇంచుమించుగ విద్వాంసుడు",
విద్వాంసుడు,సం.విణ,"తెలిసినవాడు, బుద్ధిమంతుడు 2.చదువరి",
విద్విష్టము,సం.విణ,"ద్వేషింపబడినది, పగగొనబడినది",
విద్వేషి,సం.విణ,"పగగలవాడు, విరోధము గలవాడు",
విధాత,సం.విణ,"చేయువాడు, కల్పించువాడు",
విధానజ్ఞుడు,సం.విణ,"విధినెఱింగినవాడు, చేయవలసిన పద్ధతి తెలిసినవాడు",
విధాయకము,సం.విణ,"ఏర్పాటు చేయునది 2.చేయునది, ఆచరించునది ౩.సృజించునది 4.విధించునది, ఆజ్ఞాపించునది 5.ఒప్పించునది, అధీనము చేయునది",
